Use Group,Use Header,Use Name,Use Name Full,Use NAICS Code,NAICS Notes,NAICS to subtract,Zoning District,Permitted Value,Not permitted,Permitted,Permitted with limitations,Permitted with limitations*,Special Permit,Size Restrictions,Additional Conditions,Open Use Allowances,Is Allowed,Limitations
I,Open Uses,Outdoor skating rinks,Outdoor skating rinks,,,,C5,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-113,,"Yes, subject to additional conditions",
I,Open Uses,#Public parks# or playgrounds or private parks,#Public parks# or playgrounds or private parks,,,,C5,●,False,True,,,,,,,Yes,
I,Open Uses,"Sand, gravel or clay pits","Sand, gravel or clay pits",,,,C5,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-115,,,,"Yes, by special permit",
II,Residential Uses,#Single-family residence# #Detached#,#Single-family residence# #Detached#,,,,C5,●,False,True,,,,,,,Yes,
II,Residential Uses,#Single-family residence# Other types,#Single-family residence# Other types,,,,C5,●,False,True,,,,,,,Yes,
II,Residential Uses,#Two-family residence# #Detached#,#Two-family residence# #Detached#,,,,C5,●,False,True,,,,,,,Yes,
II,Residential Uses,#Two-family residence# Other types,#Two-family residence# Other types,,,,C5,●,False,True,,,,,,,Yes,
II,Residential Uses,"All other types of #residences#, including #apartment hotels# and #affordable independent residences for seniors#","All other types of #residences#, including #apartment hotels# and #affordable independent residences for seniors#",,,,C5,●,False,True,,,,,,,Yes,
III(A),Educational Institutions,College or school student dormitories and fraternity or sorority student houses,College or school student dormitories and fraternity or sorority student houses,,,,C5,●,False,True,,,,,,,Yes,
III(A),Faith-based Institutions and Facilities,"Monasteries, convents or novitiates","Monasteries, convents or novitiates",,,,C5,●,False,True,,,,,,,Yes,
III(A),Faith-based Institutions and Facilities,Rectories or parish houses with sleeping accommodations,Rectories or parish houses with sleeping accommodations,,,,C5,●,False,True,,,,,,,Yes,
III(A),Faith-based Institutions and Facilities,Seminaries with sleeping accommodations,Seminaries with sleeping accommodations,,,,C5,●,False,True,,,,,,,Yes,
III(A),Health Institutions and Facilities,#Long-term care facilities#,#Long-term care facilities#,,,,C5,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,,"Yes, subject to additional conditions",
III(A),Health Institutions and Facilities,#Non-profit hospital staff dwellings#,#Non-profit hospital staff dwellings#,,,,C5,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,,"Yes, subject to additional conditions",
III(A),Other Institutions and Facilities,Community centers or settlement houses with sleeping accommodations,Community centers or settlement houses with sleeping accommodations,,,,C5,●,False,True,,,,,,,Yes,
III(A),Other Institutions and Facilities,Non-commercial clubs with sleeping accommodations,Non-commercial clubs with sleeping accommodations,,,,C5,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,,"Yes, subject to additional conditions",
III(A),Other Institutions and Facilities,Philanthropic or non-profit institutions with sleeping accommodations,Philanthropic or non-profit institutions with sleeping accommodations,,,,C5,●S,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-132,,,"Yes, subject to size restrictions",
III(B),Educational Institutions,"Colleges or universities, including professional schools but excluding business colleges or trade schools","Colleges or universities, including professional schools but excluding business colleges or trade schools",,,,C5,●,False,True,,,,,,,Yes,
III(B),Educational Institutions,#Schools#,#Schools#,,,,C5,●,False,True,,,,,,,Yes,
III(B),Faith-based Institutions and Facilities,Houses of worship,Houses of worship,,,,C5,●,False,True,,,,,,,Yes,
III(B),Faith-based Institutions and Facilities,Parish houses without sleeping accommodations,Parish houses without sleeping accommodations,,,,C5,●,False,True,,,,,,,Yes,
III(B),Faith-based Institutions and Facilities,Seminaries without sleeping accommodations,Seminaries without sleeping accommodations,,,,C5,●,False,True,,,,,,,Yes,
III(B),Health Institutions and Facilities,Ambulatory diagnostic or treatment health care facilities,Ambulatory diagnostic or treatment health care facilities,,,,C5,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,,"Yes, subject to additional conditions",
III(B),Health Institutions and Facilities,"Non-profit or voluntary hospitals and related facilities, except animal hospitals","Non-profit or voluntary hospitals and related facilities, except animal hospitals",,,,C5,●,False,True,,,,,,,Yes,
III(B),Health Institutions and Facilities,"Proprietary hospitals and related facilities, except animal hospitals","Proprietary hospitals and related facilities, except animal hospitals",,,,C5,●,False,True,,,,,,,Yes,
III(B),Other Institutions and Facilities,Community centers or settlement houses without sleeping accommodations,Community centers or settlement houses without sleeping accommodations,,,,C5,●,False,True,,,,,,,Yes,
III(B),Other Institutions and Facilities,Libraries,Libraries,,,,C5,●,False,True,,,,,,,Yes,
III(B),Other Institutions and Facilities,Museums,Museums,,,,C5,●,False,True,,,,,,,Yes,
III(B),Other Institutions and Facilities,Non-commercial art galleries,Non-commercial art galleries,,,,C5,●,False,True,,,,,,,Yes,
III(B),Other Institutions and Facilities,Non-commercial clubs without sleeping accomodations,Non-commercial clubs without sleeping accomodations,,,,C5,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,,"Yes, subject to additional conditions",
III(B),Other Institutions and Facilities,Non-commercial recreation centers,Non-commercial recreation centers,,,,C5,●,False,True,,,,,,,Yes,
III(B),Other Institutions and Facilities,"Philanthropic or non-profit institutions without sleeping accommodations, excluding ambulatory diagnostic or treatment health care facilities","Philanthropic or non-profit institutions without sleeping accommodations, excluding ambulatory diagnostic or treatment health care facilities",,,,C5,●S,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-132,,,"Yes, subject to size restrictions",
III(B),Other Institutions and Facilities,Welfare centers,Welfare centers,,,,C5,●,False,True,,,,,,,Yes,
IV(A),Public Service Buildings,Court houses,Court houses,,,,C5,●,False,True,,,,,,,Yes,
IV(A),Public Service Buildings,Fire or police stations,Fire or police stations,,,,C5,●,False,True,,,,,,,Yes,
IV(A),Other Facilities,Prisons,Prisons,,,,C5,●,False,True,,,,,,,Yes,
IV(B),Communication Infrastructure,"Radio or television towers, non-#accessory#","Radio or television towers, non-#accessory#",,,,C5,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,,,,"Yes, by special permit",
IV(B),Communication Infrastructure,Telephone exchanges or other communications equipment structures,Telephone exchanges or other communications equipment structures,,,,C5,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-143,,"Yes, subject to additional conditions",
IV(B),Electric and Gas Infrastructure,Electric power or steam generating plants,Electric power or steam generating plants,,,,C5,–,True,False,,,,,,,No,
IV(B),Electric and Gas Infrastructure,Electric utility substations,Electric utility substations,,,,C5,●S     U,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-142,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to size restrictions, subject to open use allowances",
IV(B),Electric and Gas Infrastructure,Gas utility substations,Gas utility substations,,,,C5,●S     U,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-142,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to size restrictions, subject to open use allowances",
IV(B),Electric and Gas Infrastructure,Public utility stations for oil or gas metering or regulating,Public utility stations for oil or gas metering or regulating,,,,C5,●,False,True,,,,,,,Yes,
IV(B),Electric and Gas Infrastructure,"Terminal facilities at river crossings for access to electric, gas, or steam lines","Terminal facilities at river crossings for access to electric, gas, or steam lines",,,,C5,●,False,True,,,,,,,Yes,
IV(B),"Sewage, Storm Water and Waste Infrastructure",Composting,Composting,,,,C5,–,True,False,,,,,,,No,
IV(B),"Sewage, Storm Water and Waste Infrastructure","Dumps, recycling or material recovery facilities, marine transfer stations for garbage or slag piles","Dumps, recycling or material recovery facilities, marine transfer stations for garbage or slag piles",,,,C5,–,True,False,,,,,,,No,
IV(B),"Sewage, Storm Water and Waste Infrastructure","Incineration or reduction of garbage, offal or dead animals","Incineration or reduction of garbage, offal or dead animals",,,,C5,–,True,False,,,,,,,No,
IV(B),"Sewage, Storm Water and Waste Infrastructure",Radioactive waste disposal services involving the handling or storage of radioactive waste,Radioactive waste disposal services involving the handling or storage of radioactive waste,,,,C5,–,True,False,,,,,,,No,
IV(B),"Sewage, Storm Water and Waste Infrastructure",Sewage disposal plants,Sewage disposal plants,,,,C5,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,,,,"Yes, by special permit",
IV(B),"Sewage, Storm Water and Waste Infrastructure",Water or sewage pumping stations,Water or sewage pumping stations,,,,C5,●,False,True,,,,,,,Yes,
IV(B),Transportation Infrastructure,Airports,Airports,,,,C5,–,True,False,,,,,,,No,
IV(B),Transportation Infrastructure,Boat launching facilities for non-commercial pleasure boats,Boat launching facilities for non-commercial pleasure boats,,,,C5,●U,False,True,,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",
IV(B),Transportation Infrastructure,Bus stations,Bus stations,,,,C5,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,,,,"Yes, by special permit",
IV(B),Transportation Infrastructure,Docks,Docks,,,,C5,●S     P     U,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-142,https://zr.planning.nyc.gov/article-iii/chapter-2#32-143,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to size restrictions, subject to additional conditions, subject to open use allowances",
IV(B),Transportation Infrastructure,"Freight terminals, yards or appurtenances, or facilities or services used or required in railroad operations, but not including passenger stations","Freight terminals, yards or appurtenances, or facilities or services used or required in railroad operations, but not including passenger stations",,,,C5,–,True,False,,,,,,,No,
IV(B),Transportation Infrastructure,Heliports,Heliports,,,,C5,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,,,,"Yes, by special permit",
IV(B),Transportation Infrastructure,Mooring facilities for non-commercial pleasure boats,Mooring facilities for non-commercial pleasure boats,,,,C5,●U,False,True,,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",
IV(B),Transportation Infrastructure,Public transit or railroad electric substations,Public transit or railroad electric substations,,,,C5,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,,,,"Yes, by special permit",
IV(B),Transportation Infrastructure,"Public transit yards, including #accessory# motor fuel pumps","Public transit yards, including #accessory# motor fuel pumps",,,,C5,–,True,False,,,,,,,No,
IV(B),Transportation Infrastructure,Railroad or transit rights-of-way,Railroad or transit rights-of-way,,,,C5,●U,False,True,,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",
IV(B),Transportation Infrastructure,Railroad passenger stations,Railroad passenger stations,,,,C5,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,,,,"Yes, by special permit",
IV(B),Transportation Infrastructure,Seaplane bases,Seaplane bases,,,,C5,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,,,,"Yes, by special permit",
IV(B),Transportation Infrastructure,Truck weighing stations,Truck weighing stations,,,,C5,–,True,False,,,,,,,No,
IV(C),Renewable Energy and Green Infrastructure,#Energy infrastructure equipment#,#Energy infrastructure equipment#,,,,C5,●P     U,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-143,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to additional conditions, subject to open use allowances",
IV(C),Renewable Energy and Green Infrastructure,Public bicycle and micromobility parking,Public bicycle and micromobility parking,,,,C5,●U,False,True,,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",
IV(C),Renewable Energy and Green Infrastructure,"Recycling, or organic material, receiving","Recycling, or organic material, receiving",,,,C5,●S,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-142,,,"Yes, subject to size restrictions",
V,Transient Accommodations,#Motels#,#Motels#,,,,C5,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-153,,"Yes, subject to additional conditions",
V,Transient Accommodations,Overnight camps,Overnight camps,,,,C5,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-155,,,,"Yes, by special permit",
V,Transient Accommodations,#Tourist cabins#,#Tourist cabins#,,,,C5,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-153,,"Yes, subject to additional conditions",
V,Transient Accommodations,#Transient hotels#,#Transient hotels#,,,,C5,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-153,,"Yes, subject to additional conditions",
